qid,P31,P31_a,Lpt-br,Dpt-br,Den,P571,qal1319,qal1326,P17,P1259,qal2044,qal7787,qal8208,P170,P186,P195,P217,P2079,P4036,P2049,P2048,P7835
Q97772619,Q125191,,Vista do Leme,Fotografia de Anônimo,Photograph by Unknown,+1907-01-01T00:00:00Z/9|P580|+1907-01-01T00:00:00Z/9|P582|+1907-01-01T00:00:00Z/9,,,Q155,@-22.96228/-43.17239|P2044|57.67239U11573|P7787|-113.63374U28390|P8208|88.45342U28390,,,,Q4233718,Q56055236,Q71989864,014AAN00515,Q172984,50.0U28390,230U174789,171U174789,67598
Q97772620,Q125191,,Vista da rua Nossa Senhora de Copacabana e praia,Fotografia de Anônimo,Photograph by Unknown,+1907-01-01T00:00:00Z/9|P580|+1907-01-01T00:00:00Z/9|P582|+1907-01-01T00:00:00Z/9,,,Q155,@-22.96727/-43.18171|P2044|41.95878U11573|P7787|-143.83257U28390|P8208|92.35248U28390,,,,Q4233718,Q56055236,Q71989864,014AAN00518,Q172984,50.01U28390,230U174789,171U174789,67599
Q97772621,Q125191,,Praia de Copacabana vista do morro da Igrejinha,Fotografia de Anônimo,Photograph by Unknown,+1907-01-01T00:00:00Z/9|P580|+1907-01-01T00:00:00Z/9|P582|+1907-01-01T00:00:00Z/9,,,Q155,@-22.98598/-43.18732|P2044|20.17329U11573|P7787|39.60576U28390|P8208|94.74563U28390,,,,Q4233718,Q56055236,Q71989864,014AAN00525,Q172984,51.78U28390,229U174789,171U174789,67600
Q97772622,Q125191,,Morro do Inhangá,Fotografia de Anônimo,Photograph by Unknown,+1907-01-01T00:00:00Z/9|P580|+1907-01-01T00:00:00Z/9|P582|+1907-01-01T00:00:00Z/9,,,Q155,@-22.96896/-43.1805|P2044|14.05675U11573|P7787|-175.51271U28390|P8208|90.53769U28390,,,,Q4233718,Q56055236,Q71989864,014AAN00521,Q172984,50.01U28390,231U174789,172U174789,67601
Q97772623,Q125191,,Entrada do túnel novo,Fotografia de Anônimo,Photograph by Unknown,+1907-01-01T00:00:00Z/9|P580|+1907-01-01T00:00:00Z/9|P582|+1907-01-01T00:00:00Z/9,,,Q155,@-22.96203/-43.17236|P2044|72.60866U11573|P7787|-77.59824U28390|P8208|87.81797U28390,,,,Q4233718,Q56055236,Q71989864,014AAN00516,Q172984,50.0U28390,230U174789,173U174789,67602
Q97772624,Q125191,,Morro da Vigia,Fotografia de Anônimo,Photograph by Unknown,+1907-01-01T00:00:00Z/9|P580|+1907-01-01T00:00:00Z/9|P582|+1907-01-01T00:00:00Z/9,,,Q155,@-22.96254/-43.16838|P2044|11.9504U11573|P7787|115.70019U28390|P8208|96.77962U28390,,,,Q4233718,Q56055236,Q71989864,014AAN00504,,69.9944U28390,231U174789,171U174789,67603
Q97772625,Q125191,,Rua Araújo Gondim,Fotografia de Anônimo,Photograph by Unknown,+1907-01-01T00:00:00Z/9|P580|+1907-01-01T00:00:00Z/9|P582|+1907-01-01T00:00:00Z/9,,,Q155,@-22.96229/-43.17025|P2044|20.35U11573|P7787|62.28929U28390|P8208|95.31U28390,,,,Q4233718,Q56055236,Q71989864,014AAN00503,,55.0U28390,231U174789,171U174789,67604
Q97772626,Q125191,,Praça Sacopenapan,Fotografia de Anônimo,Photograph by Unknown,+1907-01-01T00:00:00Z/9|P580|+1907-01-01T00:00:00Z/9|P582|+1907-01-01T00:00:00Z/9,,,Q155,@-22.96478/-43.18051|P2044|11.57861U11573|P7787|-85.3872U28390|P8208|100.98159U28390,,,,Q4233718,Q56055236,Q71989864,014AAN00506,,55.0U28390,231U174789,171U174789,67605
Q97772627,Q125191,,Rua Tonelero,Fotografia de Anônimo,Photograph by Unknown,+1907-01-01T00:00:00Z/9|P580|+1907-01-01T00:00:00Z/9|P582|+1907-01-01T00:00:00Z/9,,,Q155,@-22.96647/-43.18031|P2044|30.9421U11573|P7787|-40.18848U28390|P8208|96.33037U28390,,,,Q4233718,Q56055236,Q71989864,014AAN00508,,49.99U28390,231U174789,171U174789,67606
Q97772628,Q125191,,Restaurante Belle-Vue,Fotografia de Anônimo,Photograph by Unknown,+1907-01-01T00:00:00Z/9|P580|+1907-01-01T00:00:00Z/9|P582|+1907-01-01T00:00:00Z/9,,,Q155,@-22.96379/-43.17096|P2044|14.49123U11573|P7787|-131.69548U28390|P8208|90.73742U28390,,,,Q4233718,Q56055236,Q71989864,014AAN00509,,49.9994U28390,231U174789,171U174789,67607
Q97772629,Q125191,,Rua Gustavo Sampaio,Fotografia de Anônimo (014AAN00512),Photograph by Unknown (014AAN00512),+1907-01-01T00:00:00Z/9|P580|+1907-01-01T00:00:00Z/9|P582|+1907-01-01T00:00:00Z/9,,,Q155,@-22.96351/-43.17122|P2044|13.22641U11573|P7787|-98.22775U28390|P8208|95.34507U28390,,,,Q4233718,Q56055236,Q71989864,014AAN00512,,60.0U28390,231U174789,171U174789,67608
Q97772630,Q125191,,Praia de Copacabana até a igrejinha,Fotografia de Anônimo,Photograph by Unknown,+1907-01-01T00:00:00Z/9|P580|+1907-01-01T00:00:00Z/9|P582|+1907-01-01T00:00:00Z/9,,,Q155,@-22.96309/-43.17947|P2044|37.46243U11573|P7787|-142.27132U28390|P8208|91.29798U28390,,,,Q4233718,Q56055236,Q71989864,014AAN00510,,50.0U28390,231U174789,171U174789,67609
Q97772631,Q125191,,Parte da rua Tonelero,Fotografia de Anônimo,Photograph by Unknown,+1907-01-01T00:00:00Z/9|P580|+1907-01-01T00:00:00Z/9|P582|+1907-01-01T00:00:00Z/9,,,Q155,@-22.9657/-43.1831|P2044|14.47004U11573|P7787|-81.58919U28390|P8208|101.27946U28390,,,,Q4233718,Q56055236,Q71989864,014AAN00511,,49.99U28390,231U174789,171U174789,67610
Q97772632,Q125191,,Morro da rua Tonelero,Fotografia de Anônimo,Photograph by Unknown,+1907-01-01T00:00:00Z/9|P580|+1907-01-01T00:00:00Z/9|P582|+1907-01-01T00:00:00Z/9,,,Q155,@-22.96683/-43.18508|P2044|15.50142U11573|P7787|-20.60303U28390|P8208|102.44757U28390,,,,Q4233718,Q56055236,Q71989864,014AAN00513,,70.0U28390,231U174789,171U174789,67611
Q97772633,Q125191,,Panorama de Copacabana,Fotografia de Anônimo,Photograph by Unknown,+1907-01-01T00:00:00Z/9|P580|+1907-01-01T00:00:00Z/9|P582|+1907-01-01T00:00:00Z/9,,,Q155,@-22.96356/-43.17961|P2044|35.74957U11573|P7787|-123.578U28390|P8208|95.09038U28390,,,,Q4233718,Q56055236,Q71989864,014AAN00514,,53.01U28390,231U174789,171U174789,67612
Q97772634,Q125191,,Copacabana,Fotografia de Anônimo,Photograph by Unknown,+1907-01-01T00:00:00Z/9|P580|+1907-01-01T00:00:00Z/9|P582|+1907-01-01T00:00:00Z/9,,,Q155,@-22.96633/-43.18017|P2044|46.89727U11573|P7787|-101.06904U28390|P8208|91.31329U28390,,,,Q4233718,Q56055236,Q71989864,014AAN00517,,52.99U28390,231U174789,171U174789,67613
Q97772636,Q125191,,Restaurante Avenida Atlântica,Fotografia de Anônimo,Photograph by Unknown,+1907-01-01T00:00:00Z/9|P580|+1907-01-01T00:00:00Z/9|P582|+1907-01-01T00:00:00Z/9,,,Q155,@-22.96256/-43.16647|P2044|11.80819U11573|P7787|-80.85871U28390|P8208|97.70918U28390,,,,Q4233718,Q56055236,Q71989864,014AAN00519,,59.99U28390,231U174789,171U174789,67614
Q97772637,Q125191,,Rua Barata Ribeiro,Fotografia de Anônimo,Photograph by Unknown,+1907-01-01T00:00:00Z/9|P580|+1907-01-01T00:00:00Z/9|P582|+1907-01-01T00:00:00Z/9,,,Q155,@-22.96457/-43.17951|P2044|10.71U11573|P7787|-126.45496U28390|P8208|98.17871U28390,,,,Q4233718,Q56055236,Q71989864,014AAN00523,,53.0U28390,231U174789,171U174789,67615
Q97772642,Q125191,,Largo de São Domingos,Fotografia de Augusto Malta,Photograph by Augusto Malta,+1926-10-19T00:00:00Z/11|P580|+1926-01-01T00:00:00Z/9|P582|+1926-01-01T00:00:00Z/9,,,Q155,@-22.9029/-43.18431|P2044|8.90061U11573|P7787|-121.24321U28390|P8208|98.11535U28390,,,,Q16495239,Q56055236,Q71989864,007A5P3F10-051,Q172984,45.12U28390,231U174789,170U174789,68337
Q97772643,Q125191,,Convento e Igreja de Santo Antônio,Fotografia de Augusto Malta,Photograph by Augusto Malta,+1902-01-01T00:00:00Z/9|P580|+1902-01-01T00:00:00Z/9|P582|+1902-01-01T00:00:00Z/9,,,Q155,@-22.90699/-43.17794|P2044|32.7707U11573|P7787|-99.72045U28390|P8208|91.26101U28390,,,,Q16495239,Q56055236,Q71989864,007A5P3F10-058,Q172984,40.22U28390,321U174789,197U174789,68338
Q97772646,Q125191,,Antiga Casa da Moeda (atual Arquivo Nacional),Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1890-01-01T00:00:00Z/8|P580|+1890-01-01T00:00:00Z/9|P582|+1890-01-01T00:00:00Z/9,,,Q155,@-22.90628/-43.18994|P2044|10.40333U11573|P7787|-106.42U28390|P8208|96.50822U28390,,,,Q3180571,Q85621807,Q71989864,0071824cx015a-06,Q172984,60.01U28390,240U174789,180U174789,69492
Q97772647,Q125191,,"Entrada da Baía de Guanabara, ao fundo o Pão de Açúcar",Fotografia de Marc Ferrez (0071824cx036a-09),Photograph by Marc Ferrez (0071824cx036a-09),+1885-01-01T00:00:00Z/8|P580|+1880-01-01T00:00:00Z/9|P582|+1890-01-01T00:00:00Z/9,,,Q155,@-22.93421/-43.14184|P2044|5.46991U11573|P7787|-138.5864U28390|P8208|93.6222U28390,,,,Q3180571,Q85621807,Q71989864,0071824cx036a-09,Q172984,45.09U28390,240U174789,180U174789,69529
Q97772648,Q125191,,Aqueduto da Carioca,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1886-01-01T00:00:00Z/8|P580|+1880-01-01T00:00:00Z/9|P582|+1890-01-01T00:00:00Z/9,,,Q155,@-22.94931/-43.22173|P2044|2.5U11573|P7787|-114.67945U28390|P8208|101.9U28390,,,,Q3180571,Q85621807,Q71989864,0071824cx071-01,Q172984,50.0U28390,180U174789,240U174789,69609
Q97772649,Q125191,,"Monumento em homenagem a D. Pedro I, estátua equestre",Fotografia de Marc Ferrez (0071824cx060-08),Photograph by Marc Ferrez (0071824cx060-08),+1890-01-01T00:00:00Z/8|P580|+1885-01-01T00:00:00Z/9|P582|+1895-01-01T00:00:00Z/9,,,Q155,@-22.90688/-43.18248|P2044|10.36369U11573|P7787|-97.86676U28390|P8208|102.12783U28390,,,,Q3180571,Q85621807,Q71989864,0071824cx060-08,Q172984,43.0U28390,180U174789,240U174789,69643
Q97772650,Q125191,,Jardim Botânico,Fotografia de N. Viggiani,Photograph by N. Viggiani,+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1925-01-01T00:00:00Z/9,,,Q155,@-22.97022/-43.22255|P2044|7.93266U11573|P7787|23.43432U28390|P8208|98.36465U28390,,,,Q65619909,Q100575647,Q71989864,001ANV022002,Q106452651,39.91U28390,233U174789,170U174789,70387
Q97772651,Q125191,,"Avenida Rio Branco; ao fundo, o morro do Castelo",Fotografia de N. Viggiani,Photograph by N. Viggiani,+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1925-01-01T00:00:00Z/9,,,Q155,@-22.89924/-43.18003|P2044|29.8779U11573|P7787|144.65309U28390|P8208|84.3765U28390,,,,Q65619909,Q100575647,Q71989864,001ANV022003,Q106452651,43.41U28390,233U174789,170U174789,70388
Q97772652,Q125191,,Vista do bairro de Santa Teresa,Fotografia de N. Viggiani,Photograph by N. Viggiani,+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1925-01-01T00:00:00Z/9,,,Q155,@-22.9185/-43.18296|P2044|115.46094U11573|P7787|-156.69573U28390|P8208|91.42572U28390,,,,Q65619909,Q100575647,Q71989864,001ANV022004,Q106452651,35.33U28390,233U174789,170U174789,70389
Q97772653,Q125191,,Avenida Rio Branco,Fotografia de N. Viggiani,Photograph by N. Viggiani,+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1925-01-01T00:00:00Z/9,,,Q155,@-22.90285/-43.17849|P2044|8.10293U11573|P7787|157.58225U28390|P8208|97.49586U28390,,,,Q65619909,Q100575647,Q71989864,001ANV022005,Q106452651,50.55U28390,233U174789,170U174789,70390
Q97772654,Q125191,,Morro do Corcovado com o mirante Chapéu do Sol,Fotografia de N. Viggiani,Photograph by N. Viggiani,+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1925-01-01T00:00:00Z/9,,,Q155,@-22.96356/-43.21446|P2044|7.56397U11573|P7787|13.20788U28390|P8208|103.54U28390,,,,Q65619909,Q100575647,Q71989864,001ANV022006,Q106452651,44.36U28390,233U174789,170U174789,70391
Q97772656,Q125191,,Viaduto da Lapa,Fotografia de N. Viggiani,Photograph by N. Viggiani,+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1925-01-01T00:00:00Z/9,,,Q155,@-22.91113/-43.18091|P2044|33.51147U11573|P7787|152.60545U28390|P8208|87.73874U28390,,,,Q65619909,Q100575647,Q71989864,001ANV022007,Q106452651,40.33U28390,233U174789,170U174789,70392
Q97772658,Q125191,,Trecho da avenida Atlântica,Fotografia de N. Viggiani,Photograph by N. Viggiani,+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1925-01-01T00:00:00Z/9,,,Q155,@-22.98471/-43.18971|P2044|9.38969U11573|P7787|-10.39092U28390|P8208|95.72274U28390,,,,Q65619909,Q100575647,Q71989864,001ANV022009,Q106452651,40.27U28390,233U174789,170U174789,70394
Q97772659,Q125191,,Avenida e canal do Mangue,Fotografia de N. Viggiani,Photograph by N. Viggiani,+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1925-01-01T00:00:00Z/9,,,Q155,@-22.90747/-43.19775|P2044|8.56738U11573|P7787|-98.92899U28390|P8208|101.49687U28390,,,,Q65619909,Q100575647,Q71989864,001ANV022010,Q106452651,50.0U28390,233U174789,170U174789,70395
Q97772660,Q125191,,Edifício da Biblioteca Nacional,Fotografia de N. Viggiani,Photograph by N. Viggiani,+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1925-01-01T00:00:00Z/9,,,Q155,@-22.90943/-43.17665|P2044|9.42737U11573|P7787|101.8365U28390|P8208|98.65242U28390,,,,Q65619909,Q100575647,Q71989864,001ANV022011,Q106452651,43.05U28390,233U174789,170U174789,70396
Q97772661,Q125191,,Rua Paissandu,Fotografia de N. Viggiani,Photograph by N. Viggiani,+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1925-01-01T00:00:00Z/9,,,Q155,@-22.93631/-43.18127|P2044|27.02201U11573|P7787|-124.05572U28390|P8208|99.92886U28390,,,,Q65619909,Q100575647,Q71989864,001ANV022012,Q106452651,40.62U28390,233U174789,170U174789,70397
Q97772662,Q125191,,Trecho da avenida Beira Mar,Fotografia de N. Viggiani,Photograph by N. Viggiani,+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1925-01-01T00:00:00Z/9,,,Q155,@-22.91532/-43.1765|P2044|8.37853U11573|P7787|175.44754U28390|P8208|95.6125U28390,,,,Q65619909,Q100575647,Q71989864,001ANV022013,Q106452651,40.61U28390,233U174789,170U174789,70398
Q97772663,Q125191,,Entrada da Baía de Guanabara vista do Curvelo,Fotografia de N. Viggiani,Photograph by N. Viggiani,+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1925-01-01T00:00:00Z/9,,,Q155,@-22.91967/-43.18231|P2044|97.11931U11573|P7787|123.61621U28390|P8208|83.07285U28390,,,,Q65619909,Q100575647,Q71989864,001ANV022014,Q106452651,43.12U28390,233U174789,170U174789,70399
Q97772664,Q125191,,Rio Palácio Hotel,Fotografia de N. Viggiani,Photograph by N. Viggiani,+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1925-01-01T00:00:00Z/9,,,Q155,@-22.90529/-43.1806|P2044|9.27299U11573|P7787|-45.98757U28390|P8208|98.86621U28390,,,,Q65619909,Q100575647,Q71989864,001ANV022015,Q106452651,40.54U28390,233U174789,170U174789,70400
Q97772665,Q125191,,Trecho da Avenida Beira Mar,Fotografia de N. Viggiani,Photograph by N. Viggiani,+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1925-01-01T00:00:00Z/9,,,Q155,@-22.92229/-43.17227|P2044|9.60779U11573|P7787|-40.12388U28390|P8208|94.06182U28390,,,,Q65619909,Q100575647,Q71989864,001ANV022017,Q106452651,40.13U28390,233U174789,170U174789,70402
Q97772666,Q125191,,Monumento em homenagem a Almirante Barroso,Fotografia de N. Viggiani,Photograph by N. Viggiani,+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1925-01-01T00:00:00Z/9,,,Q155,@-22.92373/-43.17242|P2044|9.52189U11573|P7787|-78.1607U28390|P8208|99.91657U28390,,,,Q65619909,Q100575647,Q71989864,001ANV022018,Q106452651,50.2U28390,233U174789,170U174789,70403
Q97772667,Q125191,,Quinta da Boa Vista - Caramanchão,Fotografia de N. Viggiani,Photograph by N. Viggiani,+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1925-01-01T00:00:00Z/9,,,Q155,@-22.90502/-43.22217|P2044|14.5305U11573|P7787|-163.70283U28390|P8208|88.71125U28390,,,,Q65619909,Q100575647,Q71989864,001ANV022019,Q106452651,39.41U28390,233U174789,170U174789,70404
Q97772668,Q125191,,Monumento em homenagem a D. Pedro I,Fotografia de N. Viggiani,Photograph by N. Viggiani,+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1925-01-01T00:00:00Z/9,,,Q155,@-22.90659/-43.18267|P2044|10.02498U11573|P7787|-162.10088U28390|P8208|96.89492U28390,,,,Q65619909,Q100575647,Q71989864,001ANV022020,Q106452651,35.34U28390,233U174789,170U174789,70405
Q97772669,Q125191,,Estação funicolar do Pão de Açúcar,Fotografia de N. Viggiani,Photograph by N. Viggiani,+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1925-01-01T00:00:00Z/9,,,Q155,@-22.9553/-43.16644|P2044|14.19431U11573|P7787|-121.78085U28390|P8208|97.22127U28390,,,,Q65619909,Q100575647,Q71989864,001ANV022022,Q106452651,40.06U28390,233U174789,170U174789,70407
Q97772670,Q125191,,Cais do Porto,Fotografia de N. Viggiani,Photograph by N. Viggiani,+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1925-01-01T00:00:00Z/9,,,Q155,@-22.89371/-43.18657|P2044|12.20293U11573|P7787|111.35484U28390|P8208|99.19289U28390,,,,Q65619909,Q100575647,Q71989864,001ANV022023,Q106452651,50.0U28390,233U174789,170U174789,70408
Q97772671,Q125191,,Exposição Internacional do Centenário da Independência,Fotografia de Thiele & Kollien (001ATK012017),Photograph by Thiele & Kollien (001ATK012017),+1922-01-01T00:00:00Z/9|P580|+1922-01-01T00:00:00Z/9|P582|+1922-01-01T00:00:00Z/9,,,Q155,@-22.90524/-43.16994|P2044|8.28957U11573|P7787|59.69631U28390|P8208|94.94649U28390,,,,,Q56055236,Q71989864,001ATK012017,Q172984,59.97U28390,158U174789,217U174789,70858
Q97772672,Q125191,,Exposição Internacional do Centenário da Independência,Fotografia de Thiele & Kollien (001ATK012020),Photograph by Thiele & Kollien (001ATK012020),+1922-01-01T00:00:00Z/9|P580|+1922-01-01T00:00:00Z/9|P582|+1922-01-01T00:00:00Z/9,,,Q155,@-22.90494/-43.1701|P2044|17.02127U11573|P7787|131.60915U28390|P8208|92.37U28390,,,,,Q56055236,Q71989864,001ATK012020,Q172984,60.1U28390,158U174789,217U174789,70860
Q97772673,Q125191,,Passeio Público,Fotografia de Marc Ferrez (001AMF013002),Photograph by Marc Ferrez (001AMF013002),+1880-01-01T00:00:00Z/8|P580|+1875-01-01T00:00:00Z/9|P582|+1885-01-01T00:00:00Z/9,,,Q155,@-22.91373/-43.17593|P2044|12.5642U11573|P7787|-76.81931U28390|P8208|84.16738U28390,,,,Q3180571,Q56055236,Q71989864,001AMF013002,Q107387614,44.87U28390,83U174789,49U174789,70869
Q97772674,Q125191,,Praça da Constituição,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1880-01-01T00:00:00Z/8|P580|+1875-01-01T00:00:00Z/9|P582|+1885-01-01T00:00:00Z/9,,,Q155,@-22.90667/-43.18186|P2044|24.03415U11573|P7787|-108.47161U28390|P8208|83.31184U28390,,,,Q3180571,Q56055236,Q71989864,001AMF013003,Q107387614,35.37U28390,83U174789,49U174789,70870
Q97772675,Q125191,,Capela Imperial,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1880-01-01T00:00:00Z/8|P580|+1875-01-01T00:00:00Z/9|P582|+1885-01-01T00:00:00Z/9,,,Q155,@-22.90301/-43.17362|P2044|9.90291U11573|P7787|-97.56641U28390|P8208|90.91463U28390,,,,Q3180571,Q56055236,Q71989864,001AMF013005,Q107387614,31.48U28390,79U174789,49U174789,70872
Q97772676,Q125191,,Pedra de Itapuca,Fotografia de Marc Ferrez (001AMF013009),Photograph by Marc Ferrez (001AMF013009),+1880-01-01T00:00:00Z/8|P580|+1875-01-01T00:00:00Z/9|P582|+1885-01-01T00:00:00Z/9,,,Q155,@-22.90532/-43.11935|P2044|10.18834U11573|P7787|-122.10492U28390|P8208|87.30194U28390,,,,Q3180571,Q56055236,Q71989864,001AMF013009,Q107387614,30.12U28390,77U174789,50U174789,70876
Q97772677,Q125191,,Vista do Rio de Janeiro,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1880-01-01T00:00:00Z/8|P580|+1875-01-01T00:00:00Z/9|P582|+1885-01-01T00:00:00Z/9,,,Q155,@-22.89712/-43.16646|P2044|7.43599U11573|P7787|-144.57923U28390|P8208|91.54627U28390,,,,Q3180571,Q56055236,Q71989864,001AMF013010,Q107387614,14.88544U28390,83U174789,49U174789,70877
Q97772680,Q125191,,Vista tomada do Morro do Castelo,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1885-01-01T00:00:00Z/8|P580|+1880-01-01T00:00:00Z/9|P582|+1890-01-01T00:00:00Z/9,,,Q155,@-22.90654/-43.17501|P2044|58.61633U11573|P7787|6.72156U28390|P8208|86.60749U28390,,,,Q3180571,Q56055236,Q71989864,001AAN014015,Q107387614,40.2U28390,218U174789,150U174789,70886
Q97772681,Q125191,,Porto do Rio de Janeiro,Fotografia de Marc Ferrez (001AMF016005),Photograph by Marc Ferrez (001AMF016005),+1885-01-01T00:00:00Z/8|P580|+1880-01-01T00:00:00Z/9|P582|+1890-01-01T00:00:00Z/9,,,Q155,@-22.89551/-43.18359|P2044|21.93864U11573|P7787|-127.71527U28390|P8208|94.06877U28390,,,,Q3180571,Q56055236,Q71989864,001AMF016005,Q107387614,39.85U28390,201U174789,147U174789,70931
Q97772682,Q125191,,Docas D. Pedro II e embarcações,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1885-01-01T00:00:00Z/8|P580|+1880-01-01T00:00:00Z/9|P582|+1890-01-01T00:00:00Z/9,,,Q155,@-22.89584/-43.18612|P2044|8.43104U11573|P7787|155.68699U28390|P8208|98.79U28390,,,,Q3180571,Q56055236,Q71989864,001AMF016006,Q107387614,40.17U28390,200U174789,148U174789,70932
Q97772684,Q125191,,Porto e Mosteiro de São Bento,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1900-01-01T00:00:00Z/8|P580|+1900-01-01T00:00:00Z/9|P582|+1905-01-01T00:00:00Z/9,,,Q155,@-22.89554/-43.18021|P2044|11.82242U11573|P7787|105.42118U28390|P8208|91.81368U28390,,,,Q3180571,Q56055236,Q71989864,001AMF016008,Q107387614,46.79U28390,202U174789,145U174789,70934
Q97772686,Q125191,,O Porto e o Mosteiro de São Bento,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1885-01-01T00:00:00Z/8|P580|+1880-01-01T00:00:00Z/9|P582|+1890-01-01T00:00:00Z/9,,,Q155,@-22.89779/-43.17616|P2044|8.3413U11573|P7787|-35.75187U28390|P8208|94.79638U28390,,,,Q3180571,Q56055236,Q71989864,001AMF016016,Q107387614,59.94U28390,200U174789,150U174789,70942
Q97772687,Q125191,,Vista de Laranjeiras,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1885-01-01T00:00:00Z/8|P580|+1880-01-01T00:00:00Z/9|P582|+1890-01-01T00:00:00Z/9,,,Q155,@-22.93804/-43.18745|P2044|86.08652U11573|P7787|94.93697U28390|P8208|87.24674U28390,,,,Q3180571,Q56055236,Q71989864,001AMF016025,Q107387614,45.51U28390,204U174789,151U174789,70951
Q97772691,Q125191,,Comemoração em cais,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1885-01-01T00:00:00Z/8|P580|+1880-01-01T00:00:00Z/9|P582|+1890-01-01T00:00:00Z/9,,,Q155,@-22.89878/-43.17652|P2044|8.71748U11573|P7787|-112.49107U28390|P8208|93.13154U28390,,,,Q3180571,Q56055236,Q71989864,001AMF016042,Q107387614,50.0U28390,202U174789,152U174789,70968
Q97772694,Q125191,,Rio de Janeiro tomado da Ilha das Cobras,Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,+1870-01-01T00:00:00Z/8|P580|+1865-01-01T00:00:00Z/9|P582|+1875-01-01T00:00:00Z/9,,,Q155,@-22.89636/-43.17442|P2044|41.93693U11573|P7787|-142.60991U28390|P8208|85.8349U28390,,,,Q5877879,Q56055236,Q71989864,001ACL018002,Q1602553,110.0U28390,740U174789,188U174789,70974
Q97772697,Q125191,,Cascatinha da Tijuca,Fotografia de Marc Ferrez (0072430cx006-07),Photograph by Marc Ferrez (0072430cx006-07),+1885-01-01T00:00:00Z/8|P580|+1880-01-01T00:00:00Z/9|P582|+1890-01-01T00:00:00Z/9,,,Q155,@-22.95896/-43.27747|P2044|388.17019U11573|P7787|-0.24783U28390|P8208|105.95156U28390,,,,Q3180571,Q85621807,Q71989864,0072430cx006-07,Q904614,43.0U28390,240U174789,300U174789,70998
Q97772698,Q125191,,Cascata Grande da Tijuca,Fotografia de Marc Ferrez (0072430cx006-08),Photograph by Marc Ferrez (0072430cx006-08),+1885-01-01T00:00:00Z/8|P580|+1880-01-01T00:00:00Z/9|P582|+1890-01-01T00:00:00Z/9,,,Q155,@-22.98607/-43.29681|P2044|43.96514U11573|P7787|38.96613U28390|P8208|99.39306U28390,,,,Q3180571,Q85621807,Q71989864,0072430cx006-08,Q172984,43.0U28390,300U174789,240U174789,70999
Q97772699,Q125191,,Cascatinha da Tijuca,Fotografia de Marc Ferrez (0072430cx006-09),Photograph by Marc Ferrez (0072430cx006-09),+1885-01-01T00:00:00Z/8|P580|+1880-01-01T00:00:00Z/9|P582|+1890-01-01T00:00:00Z/9,,,Q155,@-22.95896/-43.27744|P2044|389.94112U11573|P7787|-5.01363U28390|P8208|102.24724U28390,,,,Q3180571,Q85621807,Q71989864,0072430cx006-09,Q172984,43.0U28390,240U174789,300U174789,71000
